"","NAME","state","county","county_fips","state_fips","C24030_001","C24030_029","B20005_003","B20005_050","B20005B_003","B20005B_050","B20005I_003","B20005I_050","B23013_001","B23006_005","B23006_012","B23006_019","B23006_026","B19013_001","year"
"7287","Bedford County, Pennsylvania",42,"009","009","42",22357,9968,9351,5694,12,0,70,37,43,1589,10138,5180,2850,40710,2011
"7288","Monroe County, Pennsylvania",42,"089","089","42",76678,36243,30395,21604,3388,3423,3306,2274,42.4,4448,23909,21724,19129,57700,2011
"7289","Huntingdon County, Pennsylvania",42,"061","061","42",18795,8830,7477,5021,60,35,63,17,40.6,920,8415,4101,3036,43026,2011
"7290","Washington County, Pennsylvania",42,"125","125","42",97513,46020,38253,26714,1164,636,366,201,42.6,3681,30085,24111,27385,51965,2011
"7291","Philadelphia County, Pennsylvania",42,"101","101","42",619412,320824,217259,208826,73425,90431,24041,16286,36.6,60899,190041,148265,170563,36957,2011
"7292","York County, Pennsylvania",42,"133","133","42",216693,102851,89368,63728,3865,2452,3282,1999,42,12876,78177,52706,48122,58586,2011
"7293","Indiana County, Pennsylvania",42,"063","063","42",39591,18757,15061,10014,115,77,81,1,37.8,1879,13412,8085,8323,41424,2011
"7294","Cumberland County, Pennsylvania",42,"041","041","42",118301,57433,48191,36171,966,919,897,559,40.7,5085,31068,25675,37935,60832,2011
"7295","Allegheny County, Pennsylvania",42,"003","003","42",597728,293329,228533,181886,18013,21655,3074,2201,40.9,15761,134321,148589,222049,49805,2011
"7296","Westmoreland County, Pennsylvania",42,"129","129","42",171543,80656,69572,48085,812,631,418,274,43.8,4408,52684,48049,46586,48979,2011
"7297","Forest County, Pennsylvania",42,"053","053","42",2023,978,677,572,15,0,2,0,41.8,138,899,402,208,36006,2011
"7298","Blair County, Pennsylvania",42,"013","013","42",57571,27737,22965,17160,210,81,152,106,41.7,2389,22722,14574,11598,43243,2011
"7299","Lawrence County, Pennsylvania",42,"073","073","42",40551,19890,15468,11319,295,372,114,75,43.1,2052,14909,10194,9006,43821,2011
"7300","Bradford County, Pennsylvania",42,"015","015","42",27270,12960,11024,8114,21,14,125,59,43.2,1800,11267,6123,4940,42433,2011
"7301","Cambria County, Pennsylvania",42,"021","021","42",61595,29097,24647,17130,692,308,398,43,42.1,2362,23727,15779,12771,41202,2011
"7302","Chester County, Pennsylvania",42,"029","029","42",253010,117059,106940,71476,4349,4415,7106,2896,42.5,10166,45218,47482,117730,86264,2011
"7303","Berks County, Pennsylvania",42,"011","011","42",195640,94264,77951,56764,2935,2073,8102,5966,41.4,16472,64479,45662,45725,54823,2011
"7304","Mifflin County, Pennsylvania",42,"087","087","42",19271,8639,7921,5020,28,31,40,31,42.8,1685,8764,4319,2443,38892,2011
"7305","Mercer County, Missouri",29,"129","129","29",1544,728,647,432,6,0,17,0,43.6,55,678,398,277,34440,2011
"7306","Wright County, Missouri",29,"229","229","29",6576,3078,2389,1756,9,5,16,0,42,840,2357,1675,953,29212,2011
"7307","Clay County, Missouri",29,"047","047","29",113900,54695,47270,37116,2310,1501,2619,1828,39.8,5121,24984,34842,35732,60507,2011
"7308","Dent County, Missouri",29,"065","065","29",6059,2726,2447,1752,16,0,35,0,42.3,759,2054,1804,843,36715,2011
"7309","Saline County, Missouri",29,"195","195","29",10574,4973,3990,3164,85,71,373,127,39.6,1225,3259,2645,1818,39727,2011
"7310","Worth County, Missouri",29,"227","227","29",1147,588,481,258,0,0,7,0,43.5,72,409,199,199,39671,2011
"7311","Grundy County, Missouri",29,"079","079","29",4538,2091,1860,1259,0,7,9,0,41.7,368,1535,1214,606,36590,2011
"7312","Morgan County, Missouri",29,"141","141","29",7329,3318,2760,2063,26,4,9,20,43.8,933,2369,2206,1154,36928,2011
"7313","Reynolds County, Missouri",29,"179","179","29",2457,1054,983,618,8,4,0,0,41.7,322,1002,718,192,33382,2011
"7314","St. Louis County, Missouri",29,"189","189","29",489339,246025,182378,156447,28530,41207,4888,3043,41.9,20894,84775,133524,193443,58630,2011
"7315","Stone County, Missouri",29,"209","209","29",12974,6414,3909,3361,0,0,88,32,45.1,1355,4806,3508,1905,41069,2011
"7316","Barry County, Missouri",29,"009","009","29",15151,6963,5893,4636,0,9,415,302,42.4,2040,5380,4004,1836,38321,2011
"7317","Boone County, Missouri",29,"019","019","29",85097,42885,28656,24296,1860,1763,920,515,32.8,3177,12701,15747,32645,47123,2011
"7318","Cole County, Missouri",29,"051","051","29",37808,18680,15431,13250,1564,992,256,253,40.4,1394,9172,9814,12203,55580,2011
"7319","Crawford County, Missouri",29,"055","055","29",9978,4810,3648,2800,0,0,57,68,40.5,1330,3649,2930,1084,35947,2011
"7320","Iron County, Missouri",29,"093","093","29",3705,1712,1527,1098,0,10,8,9,42.2,399,1360,1218,481,32029,2011
"7321","Livingston County, Missouri",29,"117","117","29",6759,3316,2604,2141,0,0,25,9,41.4,378,2286,1422,1512,42260,2011
"7322","Moniteau County, Missouri",29,"135","135","29",6565,3179,2612,1980,9,23,125,59,39.6,539,2041,1579,1342,50887,2011
"7323","Pemiscot County, Missouri",29,"155","155","29",6578,3161,2826,2144,356,449,83,26,39.9,719,2478,1684,828,28798,2011
"7324","Pettis County, Missouri",29,"159","159","29",18901,8991,7782,5467,231,232,469,151,40.1,1745,5060,6084,3220,38669,2011
"7325","Shannon County, Missouri",29,"203","203","29",3250,1606,1147,877,0,0,7,0,42.8,417,1210,704,492,31748,2011
"7326","Randolph County, Missouri",29,"175","175","29",10245,4876,3997,3195,152,77,45,45,40.6,836,3429,3255,1528,36484,2011
"7327","Dunklin County, Missouri",29,"069","069","29",11508,5553,4910,3882,350,327,288,66,39.9,1926,4392,2477,1571,30806,2011
"7328","Franklin County, Missouri",29,"071","071","29",47723,22663,18711,13869,144,115,167,199,41.5,3579,14426,16188,8217,50098,2011
"7329","Howard County, Missouri",29,"089","089","29",4665,2290,1775,1491,37,90,0,12,41.2,336,1520,985,1072,46991,2011
"7330","Jackson County, Missouri",29,"095","095","29",320428,158538,121439,104479,20402,25301,9002,5006,39.7,24830,77084,94504,92004,46874,2011
"7331","Miller County, Missouri",29,"131","131","29",11196,5477,3961,3260,0,38,17,19,42,1251,4356,3008,1383,36411,2011
"7332","Putnam County, Missouri",29,"171","171","29",2173,1008,808,694,5,0,0,54,41.6,86,887,621,318,34556,2011
"7333","Converse County, Wyoming",56,"009","009","56",7109,3179,3173,2036,1,1,134,122,42.1,285,2349,2305,1182,56673,2011
"7334","Teton County, Wyoming",56,"039","039","56",13491,5946,5268,3209,0,10,472,448,39.3,652,2339,2808,6108,73627,2011
"7335","Jasper County, Texas",48,"241","241","48",13591,6239,5810,4392,563,734,248,128,41.5,1202,4839,4025,2146,40099,2011
"7336","Jefferson County, Texas",48,"245","245","48",102898,48164,42531,31141,10024,11872,7815,2842,39.6,10856,26980,31789,20635,42883,2011
"7337","Kinney County, Texas",48,"271","271","48",1092,505,438,307,11,7,247,212,40.8,156,458,293,78,25703,2011
"7338","Oldham County, Texas",48,"359","359","48",977,499,397,339,15,0,24,2,42.4,85,161,267,308,57054,2011
"7339","Lamb County, Texas",48,"279","279","48",6002,2677,2727,1784,49,105,1378,685,40.5,1051,1646,1524,851,35589,2011
"7340","Lipscomb County, Texas",48,"295","295","48",1641,705,789,433,4,0,209,99,41,244,459,360,276,55457,2011
"7341","McCulloch County, Texas",48,"307","307","48",3670,1579,1230,991,0,77,343,95,41.9,403,1184,906,689,37861,2011
"7342","Mason County, Texas",48,"319","319","48",1725,806,624,437,0,0,84,97,42.7,192,416,389,384,41462,2011
"7343","Dickens County, Texas",48,"125","125","48",829,407,318,201,0,0,19,25,43.7,68,220,254,147,35333,2011
"7344","Lee County, Texas",48,"287","287","48",7506,3466,3352,2453,252,333,655,329,42.6,819,2240,2254,985,45754,2011
"7345","Tarrant County, Texas",48,"439","439","48",863487,397373,370461,269363,40384,46816,94669,52173,39.1,100659,171852,248823,247878,56178,2011
"7346","Anderson County, Texas",48,"001","001","48",20576,9052,9100,6103,1113,1403,1020,357,41.5,1849,6972,6317,3012,40577,2011
"7347","Ellis County, Texas",48,"139","139","48",70555,32856,30131,21932,1759,1958,6604,3782,40.5,7535,17673,21941,14820,62639,2011
"7348","Jackson County, Texas",48,"239","239","48",6273,2836,2963,1818,109,133,766,534,42.8,799,1691,1761,1091,50010,2011
"7349","Kerr County, Texas",48,"265","265","48",20893,10033,7826,6295,79,89,2066,1394,43.2,1702,5133,5595,4639,44529,2011
"7350","Milam County, Texas",48,"331","331","48",10316,4754,4352,2738,272,230,1090,555,41.6,962,3807,2873,1278,39751,2011
"7351","Comanche County, Texas",48,"093","093","48",5251,2433,1983,1302,16,8,479,282,42.3,843,1267,1122,1144,36326,2011
"7352","Falls County, Texas",48,"145","145","48",6539,3324,2487,2192,366,441,503,343,41.8,814,2034,1747,847,31543,2011
"7353","Brooks County, Texas",48,"047","047","48",2378,1294,710,885,0,0,638,844,37.1,522,587,472,341,19936,2011
"7354","Austin County, Texas",48,"015","015","48",13257,6154,5895,4006,395,358,1562,793,43.7,1382,4056,3279,2596,52510,2011
"7355","Kenedy County, Texas",48,"261","261","48",118,31,87,31,1,6,71,21,49.8,34,14,54,15,45625,2011
"7356","Colorado County, Texas",48,"089","089","48",9008,3986,4077,2767,350,339,973,617,43.1,937,3199,2175,1400,43252,2011
"7357","San Patricio County, Texas",48,"409","409","48",27323,12567,11952,7914,181,74,5571,4000,41,3721,7332,8571,4451,48389,2011
"7358","Randall County, Texas",48,"381","381","48",61777,29228,26159,19592,583,360,3591,2626,39,3148,10365,20101,16838,57121,2011
"7359","San Saba County, Texas",48,"411","411","48",2436,993,1030,547,0,5,267,147,40.9,230,754,653,408,38675,2011
"7360","Schleicher County, Texas",48,"413","413","48",1465,601,621,418,0,0,203,198,38.5,158,518,332,231,46058,2011
"7361","Zavala County, Texas",48,"507","507","48",3912,1843,1474,922,0,0,1375,874,37,824,751,1365,414,23952,2011
"7362","Calhoun County, Texas",48,"057","057","48",8847,3804,3744,2325,133,65,1464,924,40.9,1397,2318,2705,1393,44433,2011
"7363","Foard County, Texas",48,"155","155","48",565,277,215,138,0,0,26,36,41.8,92,133,137,119,31006,2011
"7364","Goliad County, Texas",48,"175","175","48",3080,1391,1424,1075,17,46,344,244,44.1,121,974,1139,516,51389,2011
"7365","Hamilton County, Texas",48,"193","193","48",3371,1615,1328,1105,0,0,139,56,41.7,289,884,907,713,40757,2011
"7366","Mitchell County, Texas",48,"335","335","48",2847,1200,1357,747,99,0,377,233,39.4,189,819,1125,404,41281,2011
"7367","Titus County, Texas",48,"449","449","48",13363,5946,6052,3941,323,458,2705,1231,38.5,2982,3290,3539,1620,39886,2011
"7368","Lavaca County, Texas",48,"285","285","48",8907,4002,4008,2637,258,192,701,365,43.4,1208,2906,2095,1395,43570,2011
"7369","Terry County, Texas",48,"445","445","48",4920,2174,2270,1299,4,10,1043,637,40,1015,1377,976,819,35485,2011
"7370","Wise County, Texas",48,"497","497","48",27063,12315,12264,7978,91,74,1960,965,42,3233,8587,7821,4697,57511,2011
"7371","Matagorda County, Texas",48,"321","321","48",15690,7173,6701,4688,503,444,2427,1499,42.1,2224,5137,4037,2474,43962,2011
"7372","Pecos County, Texas",48,"371","371","48",6101,2953,2373,1816,11,13,1696,1209,41.3,1174,1801,1123,753,40925,2011
"7373","Rockwall County, Texas",48,"397","397","48",36913,16356,17212,10902,832,508,2649,1214,40.8,2332,6444,11509,13212,82146,2011
"7374","Taylor County, Texas",48,"441","441","48",59184,28793,25299,18408,1511,1007,5078,3706,36.7,5136,12988,16205,12090,43065,2011
"7375","Throckmorton County, Texas",48,"447","447","48",741,268,387,132,0,0,34,7,47.1,84,229,161,120,40380,2011
"7376","Walker County, Texas",48,"471","471","48",21945,11388,7868,7558,1433,1496,617,913,34.3,1372,4211,5297,4679,36885,2011
"7377","Wood County, Texas",48,"499","499","48",15716,7414,5983,4214,146,244,422,235,43,2013,5053,4346,2446,41260,2011
"7378","Aransas County, Texas",48,"007","007","48",9318,4633,3448,2832,25,39,881,493,44,832,2745,2157,2067,44129,2011
"7379","Cochran County, Texas",48,"079","079","48",1219,435,687,279,12,15,349,106,40.8,301,368,291,116,40513,2011
"7380","Coke County, Texas",48,"081","081","48",1400,673,596,377,0,0,88,60,43.9,199,377,455,180,40000,2011
"7381","Coryell County, Texas",48,"099","099","48",23964,12672,15288,9491,2273,1936,2045,971,35.3,1541,6826,8869,4189,48920,2011
"7382","Hemphill County, Texas",48,"211","211","48",1950,766,915,523,0,0,181,71,43.3,207,455,651,261,54360,2011
"7383","Moore County, Texas",48,"341","341","48",10063,4386,4699,2573,94,22,2144,1338,37.7,2263,2321,2421,1233,48394,2011
"7384","Potter County, Texas",48,"375","375","48",54795,23773,22927,15722,1781,1385,7511,4230,38.1,9612,12145,16854,7952,37766,2011
"7385","San Augustine County, Texas",48,"405","405","48",2874,1222,1054,692,270,242,111,22,42.4,248,1256,611,295,26841,2011
"7386","Shackelford County, Texas",48,"417","417","48",1527,731,692,506,0,4,54,22,43,141,360,412,325,44647,2011
"7387","Starr County, Texas",48,"427","427","48",20566,10139,7127,4574,1,0,7097,4490,37.5,7262,4473,4153,2546,25598,2011
"7388","Upton County, Texas",48,"461","461","48",1479,663,673,429,27,26,271,183,41.9,217,386,399,292,52455,2011
"7389","Brown County, Texas",48,"049","049","48",15415,7075,7132,5148,256,102,1313,745,41.5,1285,5355,4111,2293,39965,2011
"7390","Hall County, Texas",48,"191","191","48",1310,554,604,360,49,27,199,91,42.1,301,383,283,213,32059,2011
"7391","Franklin County, Texas",48,"159","159","48",4376,2010,1933,1030,57,5,278,145,41.2,430,1121,1187,696,47500,2011
"7392","Frio County, Texas",48,"163","163","48",6167,2424,3176,1413,0,0,2243,1152,38,1197,1713,1445,590,37769,2011
"7393","Lampasas County, Texas",48,"281","281","48",8309,3883,3612,2534,146,173,560,353,42.6,838,2140,3008,1590,48760,2011
"7394","Taney County, Missouri",29,"213","213","29",23853,11784,6905,6680,16,0,297,268,39.9,1987,6522,6790,4347,40120,2011
"7395","Buchanan County, Missouri",29,"021","021","29",41631,20583,15845,12439,639,306,823,348,39.3,3276,12772,10964,8474,43386,2011
"7396","Caldwell County, Missouri",29,"025","025","29",4043,1742,1762,1180,9,3,19,28,42.8,283,1419,1191,571,40522,2011
"7397","Cass County, Missouri",29,"037","037","29",48485,23143,19624,14895,751,549,749,447,41,2098,14273,15381,10984,60807,2011
"7398","Clinton County, Missouri",29,"049","049","29",9569,4493,3883,2766,50,13,60,27,42.6,537,3345,3108,1684,51439,2011
"7399","Dallas County, Missouri",29,"059","059","29",6635,3013,2804,1801,0,0,15,28,40.1,1043,2656,1477,982,39132,2011
"7400","Hickory County, Missouri",29,"085","085","29",3265,1661,1229,1023,0,0,0,0,46.1,294,1340,1072,284,28850,2011
"7401","Lincoln County, Missouri",29,"113","113","29",23841,11428,9099,6828,88,175,155,150,40.4,2322,9208,7202,3271,53726,2011
"7402","Monroe County, Missouri",29,"137","137","29",3948,1822,1630,1146,32,25,4,12,43.8,331,1618,1044,573,39495,2011
"7403","Newton County, Missouri",29,"145","145","29",26038,12028,10194,6962,83,40,454,191,40.4,2271,6699,8502,5022,41873,2011
"7404","Pike County, Missouri",29,"163","163","29",7590,3649,2901,2311,39,84,68,16,41.6,850,2748,1807,1027,42276,2011
"7405","St. Charles County, Missouri",29,"183","183","29",188236,90657,76164,57501,2697,2475,1828,1037,40.8,6334,37669,55360,65397,71458,2011
"7406","Cape Girardeau County, Missouri",29,"031","031","29",37205,18346,14114,11162,511,632,272,143,37.5,2074,9436,8519,9595,45795,2011
"7407","Shelby County, Missouri",29,"205","205","29",2908,1380,1111,818,1,0,5,2,42.1,159,1009,868,363,35124,2011
"7408","Webster County, Missouri",29,"225","225","29",15019,6606,6336,4368,0,0,64,29,40.6,1628,5536,3961,2043,41764,2011
"7409","Atchison County, Missouri",29,"005","005","29",2827,1267,1291,810,0,0,13,0,43.9,142,857,704,650,44330,2011
"7410","Bates County, Missouri",29,"013","013","29",7315,3467,2871,2174,6,3,40,36,42,702,2846,1905,822,38966,2011
"7411","Benton County, Missouri",29,"015","015","29",7131,3390,2753,1929,0,0,0,0,45.9,699,2693,1902,945,34512,2011
"7412","Carter County, Missouri",29,"035","035","29",2416,1253,911,571,0,0,3,23,41.5,259,741,641,448,26689,2011
"7413","Dade County, Missouri",29,"057","057","29",3079,1423,1284,939,5,0,7,14,42.9,239,1325,903,353,32248,2011
"7414","Linn County, Missouri",29,"115","115","29",5179,2581,1965,1753,7,9,44,27,43.2,266,2150,1312,731,38211,2011
"7415","Howell County, Missouri",29,"091","091","29",15905,7547,6553,4962,17,0,134,14,40.6,914,5838,4319,2682,35625,2011
"7416","Johnson County, Missouri",29,"101","101","29",22346,10955,10224,6599,606,354,449,191,33.3,1096,5019,6772,4928,47268,2011
"7417","Laclede County, Missouri",29,"105","105","29",15395,7094,6109,4197,40,25,31,23,40.6,1848,5871,3680,2154,39697,2011
"7418","Maries County, Missouri",29,"125","125","29",4048,1871,1495,1337,0,0,0,0,43.2,394,1648,947,657,42018,2011
"7419","Phelps County, Missouri",29,"161","161","29",19269,9051,6615,5279,4,15,125,80,35.3,1155,4770,4616,4809,40675,2011
"7420","Platte County, Missouri",29,"165","165","29",46564,22204,19746,14708,1110,874,912,504,41.4,1590,8311,13702,17498,66487,2011
"7421","St. Francois County, Missouri",29,"187","187","29",24900,12265,10070,7549,53,24,79,36,39,2351,7346,8345,4638,37630,2011
"7422","St. Louis city, Missouri",29,"510","510","29",146638,74460,52674,48872,16678,20662,2742,1316,36.4,14975,33508,42403,46433,34402,2011
"7423","Andrew County, Missouri",29,"003","003","29",8819,4200,3646,2628,25,0,46,27,43.3,427,3195,2320,1783,54148,2011
"7424","Butler County, Missouri",29,"023","023","29",17932,8984,6842,6263,327,284,134,0,40.3,1799,5608,5216,3033,34080,2011
"7425","Carroll County, Missouri",29,"033","033","29",4326,2012,1935,1375,21,10,10,13,42,326,1631,981,728,44015,2011
"7426","Daviess County, Missouri",29,"061","061","29",3618,1664,1412,1092,7,8,18,15,43.6,329,1230,982,563,41133,2011
"7427","Holt County, Missouri",29,"087","087","29",2374,1104,1012,673,0,4,0,4,44.4,105,879,681,431,41737,2011
"7428","Marion County, Missouri",29,"127","127","29",13029,6481,4953,3768,120,158,62,52,40.3,951,4236,3437,2404,40915,2011
"7429","Osage County, Missouri",29,"151","151","29",6723,2951,3142,2301,12,11,14,14,42.3,235,2767,1851,944,47836,2011
"7430","Ripley County, Missouri",29,"181","181","29",5214,2588,1873,1577,13,0,10,22,41.4,816,2152,1152,592,30198,2011
"7431","Warren County, Missouri",29,"219","219","29",15101,7236,5631,4279,76,0,116,44,41.9,1519,4925,4643,2573,50182,2011
"7432","Washington County, Missouri",29,"221","221","29",8718,4256,3149,2543,0,16,39,19,40.6,1347,3920,2175,868,35148,2011
"7433","Christian County, Missouri",29,"043","043","29",36900,17580,15248,10785,102,81,304,297,39.9,1547,8892,12009,10282,51961,2011
"7434","DeKalb County, Missouri",29,"063","063","29",4872,2200,2153,1541,10,20,0,5,42,220,1732,1383,808,45252,2011
"7435","Harrison County, Missouri",29,"081","081","29",3777,1782,1511,1091,0,0,40,0,42.8,363,1448,1020,348,35915,2011
"7436","Lafayette County, Missouri",29,"107","107","29",16252,7520,6230,4804,117,105,207,48,41.7,1020,5289,4650,2749,50000,2011
